product_id,product_name,category,sub_category,brand,unit_price_inr,cost_price_inr,stock_status
20331,Little Advance 081,Books,Children,UrbanCart,5731.0,3261.0,In Stock
20332,Glow Advance 082,Beauty,Makeup,Apex,2585.0,1823.0,In Stock
20333,View Advance 083,Electronics,Tablet,FitMax,1780.0,1267.0,In Stock
20334,Luxe Advance 084,Beauty,Makeup,TechPro,3100.0,2118.0,Out of Stock
20335,Living Advance 085,Home & Kitchen,Decor,StyleHub,892.0,745.0,In Stock
20336,Comfort Elite 086,Home & Kitchen,Furniture,Apex,1036.0,574.0,Out of Stock
20337,Ideas Elite 087,Books,Non-Fiction,HomeEase,1285.0,1035.0,In Stock
20338,Style Elite 088,Fashion,Accessories,TechPro,3261.0,2577.0,In Stock
20339,Calm Elite 089,Sports,Yoga,HomeEase,768.0,597.0,In Stock
20340,Classic Elite 090,Fashion,Jeans,UrbanCart,717.0,507.0,In Stock
20341,Aura Select 091,Beauty,Fragrance,HomeEase,1562.0,948.0,In Stock
20342,Mist Select 092,Beauty,Fragrance,Apex,2135.0,1727.0,In Stock
20343,Journey Select 093,Books,Non-Fiction,FitMax,848.0,656.0,In Stock
20344,Space Select 094,Home & Kitchen,Storage,PrimeLine,2071.0,1656.0,In Stock
20345,Repair Select 095,Beauty,Haircare,PrimeLine,3260.0,2024.0,In Stock
20346,Slim Smart 096,Fashion,Jeans,TechPro,2923.0,2094.0,In Stock
20347,Classic Smart 097,Fashion,Accessories,Nova,1685.0,1137.0,In Stock
20348,Exam Smart 098,Books,Academic,UrbanCart,1263.0,937.0,In Stock
20349,Prime Smart 099,Electronics,Mobile,Apex,4139.0,3211.0,In Stock
20350,Color Smart 100,Beauty,Makeup,StyleHub,1353.0,815.0,Low Stock
20351,Flare Max 101,Fashion,Dresses,PrimeLine,2468.0,1486.0,Low Stock
20352,Learn Max 102,Books,Academic,Nova,4783.0,2693.0,In Stock
20353,Classic Max 103,Home & Kitchen,Furniture,Nova,2305.0,1376.0,In Stock
20354,Space Max 104,Home & Kitchen,Storage,StyleHub,701.0,436.0,Low Stock
20355,Note Max 105,Electronics,Tablet,Apex,599.0,342.0,Low Stock
20356,Oxford Ultra 106,Fashion,Shirts,Nova,1104.0,725.0,In Stock
20357,Pulse Ultra 107,Electronics,Smartwatch,Apex,2124.0,1598.0,In Stock
20358,Essence Ultra 108,Beauty,Fragrance,Apex,1788.0,1409.0,In Stock
20359,Power Ultra 109,Home & Kitchen,Appliances,Nova,5623.0,3676.0,Out of Stock
20360,Classic Ultra 110,Fashion,Shoes,StyleHub,1777.0,1022.0,In Stock
20361,Glow Lite 111,Beauty,Skincare,Nova,1083.0,842.0,In Stock
20362,Explorer Lite 112,Sports,Outdoor,HomeEase,641.0,428.0,Low Stock
20363,Air Lite 113,Electronics,Laptop,FitMax,2885.0,1804.0,In Stock
20364,Track Lite 114,Electronics,Smartwatch,HomeEase,1334.0,922.0,In Stock
20365,Classic Lite 115,Home & Kitchen,Cookware,Apex,503.0,423.0,In Stock
20366,Glow Premium 116,Beauty,Skincare,HomeEase,1359.0,899.0,In Stock
20367,Wonder Premium 117,Books,Children,UrbanCart,701.0,587.0,In Stock
20368,View Premium 118,Electronics,Tablet,PrimeLine,1016.0,636.0,Low Stock
20369,Note Premium 119,Electronics,Laptop,UrbanCart,1345.0,782.0,In Stock
20370,Repair Premium 120,Beauty,Haircare,FitMax,744.0,444.0,In Stock
20371,Insights Everyday 121,Books,Non-Fiction,TechPro,976.0,763.0,In Stock
20372,Explorer Everyday 122,Sports,Outdoor,Apex,826.0,588.0,In Stock
20373,Pure Everyday 123,Beauty,Skincare,PrimeLine,840.0,609.0,In Stock
20374,Prime Everyday 124,Electronics,Mobile,FitMax,696.0,585.0,In Stock
20375,Color Everyday 125,Beauty,Makeup,StyleHub,979.0,687.0,In Stock
20376,Oxford Series 126,Fashion,Shirts,StyleHub,749.0,438.0,Low Stock
20377,Elegant Series 127,Fashion,Dresses,Apex,1961.0,1501.0,In Stock
20378,Formal Series 128,Fashion,Shirts,FitMax,1526.0,934.0,In Stock
20379,Radiance Series 129,Beauty,Skincare,TechPro,2912.0,2110.0,In Stock
20380,Train Series 130,Sports,Fitness,HomeEase,4566.0,3682.0,In Stock
20381,Comfort Essential 131,Home & Kitchen,Furniture,PrimeLine,2080.0,1442.0,Low Stock
20382,Pro Essential 132,Electronics,Laptop,HomeEase,1794.0,1156.0,In Stock
20383,Air Essential 133,Electronics,Laptop,UrbanCart,2167.0,1566.0,Low Stock
20384,Sport Essential 134,Fashion,Shoes,TechPro,1814.0,1067.0,In Stock
20385,Scent Essential 135,Beauty,Fragrance,Apex,1384.0,889.0,Out of Stock
20386,Striker Plus 136,Sports,Cricket,PrimeLine,1314.0,921.0,In Stock
20387,Classic Plus 137,Fashion,Accessories,PrimeLine,689.0,431.0,In Stock
20388,Pure Plus 138,Beauty,Skincare,FitMax,2311.0,1298.0,In Stock
20389,Knowledge Plus 139,Books,Non-Fiction,HomeEase,1312.0,952.0,In Stock
20390,Train Plus 140,Sports,Fitness,HomeEase,3436.0,2303.0,In Stock
20391,Trail Pro 141,Sports,Outdoor,,2428.0,1620.0,In Stock
20392,Casual Pro 142,Fashion,Shirts,PrimeLine,892.0,757.0,In Stock
20393,Neo Pro 143,Electronics,Mobile,PrimeLine,3012.0,1758.0,In Stock
20394,Tales Pro 144,Books,Fiction,FitMax,254.0,151.0,In Stock
20395,Clear Pro 145,Beauty,Skincare,Apex,4697.0,3818.0,In Stock
20396,Book Prime 146,Electronics,Laptop,Nova,561.0,330.0,In Stock
20397,Elegant Prime 147,Fashion,Dresses,TechPro,1848.0,1525.0,Low Stock
20398,Neo Prime 148,Electronics,Mobile,FitMax,1768.0,1329.0,In Stock
20399,Scholar Prime 149,Books,Academic,HomeEase,2781.0,1970.0,In Stock
20400,Repair Prime 150,Beauty,Haircare,FitMax,1082.0,685.0,In Stock
20401,Striker Classic 151,Sports,Cricket,PrimeLine,332.0,218.0,In Stock
20402,Classic Classic 152,Fashion,Accessories,Apex,1083.0,864.0,In Stock
20403,Tune Classic 153,Electronics,Headphones,HomeEase,1162.0,659.0,Low Stock
20404,Shine Classic 154,Beauty,Haircare,Nova,354.0,276.0,In Stock
20405,Clear Classic 155,Beauty,Skincare,StyleHub,1380.0,1102.0,Out of Stock
20406,Chef Advance 156,Home & Kitchen,Cookware,HomeEase,666.0,507.0,In Stock
20407,Sprint Advance 157,Sports,Cycling,TechPro,2042.0,1156.0,Out of Stock
20408,Organize Advance 158,Home & Kitchen,Storage,Apex,1141.0,882.0,In Stock
20409,Adventure Advance 159,Sports,Outdoor,UrbanCart,4792.0,3675.0,In Stock
20410,Match Advance 160,Sports,Cricket,StyleHub,1134.0,628.0,In Stock
20411,Bass Elite 161,Electronics,Headphones,Nova,1772.0,1449.0,In Stock
20412,Kitchen Elite 162,Home & Kitchen,Cookware,Nova,1166.0,688.0,In Stock
20413,View Elite 163,Electronics,Tablet,UrbanCart,466.0,391.0,In Stock
20414,Calm Elite 164,Sports,Yoga,Apex,1173.0,670.0,In Stock
20415,Easy Elite 165,Home & Kitchen,Appliances,HomeEase,2186.0,1358.0,In Stock
20416,Velvet Select 166,Beauty,Makeup,Nova,1981.0,1500.0,Low Stock
20417,Casual Select 167,Fashion,Shirts,FitMax,1107.0,654.0,In Stock
20418,View Select 168,Electronics,Tablet,FitMax,520.0,315.0,In Stock
20419,Scholar Select 169,Books,Academic,Apex,2036.0,1127.0,In Stock
20420,Velocity Select 170,Sports,Cycling,TechPro,1759.0,1404.0,In Stock
20421,Wall Smart 171,Home & Kitchen,Decor,HomeEase,2317.0,1300.0,Low Stock
20422,Learn Smart 172,Books,Academic,FitMax,1121.0,829.0,Low Stock
20423,Summit Smart 173,Sports,Outdoor,HomeEase,448.0,325.0,In Stock
20424,Calm Smart 174,Sports,Yoga,StyleHub,1895.0,1333.0,In Stock
20425,Easy Smart 175,Home & Kitchen,Appliances,Nova,1331.0,882.0,Out of Stock
20426,Bass Max 176,Electronics,Headphones,TechPro,3310.0,2118.0,In Stock
20427,Pulse Max 177,Electronics,Smartwatch,FitMax,1365.0,1143.0,Low Stock
20428,Essence Max 178,Beauty,Fragrance,Apex,1300.0,1021.0,In Stock
20429,Strength Max 179,Sports,Fitness,Apex,1757.0,1453.0,In Stock
20430,Guide Max 180,Books,Academic,Nova,909.0,700.0,In Stock
20431,Little Ultra 181,Books,Children,StyleHub,881.0,704.0,In Stock
20432,Smooth Ultra 182,Beauty,Haircare,FitMax,1257.0,1055.0,Low Stock
20433,Care Ultra 183,Beauty,Haircare,Nova,736.0,505.0,In Stock
20434,Granite Ultra 184,Home & Kitchen,Cookware,Apex,1154.0,949.0,In Stock
20435,Work Ultra 185,Electronics,Laptop,PrimeLine,4725.0,2660.0,In Stock
20436,Smart Lite 186,Home & Kitchen,Appliances,StyleHub,2638.0,1536.0,Low Stock
20437,Slate Lite 187,Electronics,Tablet,FitMax,1636.0,1140.0,Low Stock
20438,Champion Lite 188,Sports,Cricket,StyleHub,3672.0,2520.0,In Stock
20439,Shine Lite 189,Beauty,Haircare,FitMax,784.0,534.0,Low Stock
20440,Velocity Lite 190,Sports,Cycling,HomeEase,6760.0,4807.0,In Stock
20441,One Premium 191,Electronics,Mobile,UrbanCart,993.0,707.0,Low Stock
20442,Stories Premium 192,Books,Fiction,TechPro,4927.0,3997.0,In Stock
20443,Champion Premium 193,Sports,Cricket,PrimeLine,4913.0,3212.0,In Stock
20444,Magic Premium 194,Books,Children,StyleHub,429.0,277.0,In Stock
20445,Clear Premium 195,Beauty,Skincare,PrimeLine,3476.0,2644.0,In Stock
20446,Oxford Everyday 196,Fashion,Shirts,FitMax,1114.0,829.0,In Stock
20447,Glow Everyday 197,Beauty,Makeup,Apex,926.0,740.0,In Stock
20448,Matte Everyday 198,Beauty,Makeup,HomeEase,1884.0,1211.0,In Stock
20449,Space Everyday 199,Home & Kitchen,Storage,PrimeLine,696.0,384.0,Low Stock
20450,Work Everyday 200,Electronics,Laptop,PrimeLine,1856.0,1546.0,In Stock
20451,Glow Series 201,Beauty,Skincare,FitMax,727.0,409.0,In Stock
20452,Pro Series 202,Electronics,Laptop,PrimeLine,1503.0,1133.0,Low Stock
20453,Tune Series 203,Electronics,Headphones,Nova,3191.0,2063.0,In Stock
20454,Beat Series 204,Electronics,Headphones,PrimeLine,1722.0,1166.0,In Stock
20455,Scent Series 205,Beauty,Fragrance,StyleHub,1060.0,849.0,Low Stock
20456,Mystery Essential 206,Books,Fiction,StyleHub,1904.0,1287.0,In Stock
20457,Walk Essential 207,Fashion,Shoes,TechPro,537.0,319.0,Low Stock
20458,Neo Essential 208,Electronics,Mobile,HomeEase,776.0,602.0,In Stock
20459,Luxe Essential 209,Beauty,Makeup,UrbanCart,1013.0,563.0,In Stock
20460,Essential Essential 210,Fashion,Accessories,FitMax,2234.0,1413.0,Out of Stock
20461,Aura Plus 211,Beauty,Fragrance,TechPro,1744.0,1241.0,In Stock
20462,Walk Plus 212,Fashion,Shoes,Nova,1897.0,1292.0,In Stock
20463,Care Plus 213,Beauty,Haircare,StyleHub,1316.0,969.0,Low Stock
20464,Space Plus 214,Home & Kitchen,Storage,FitMax,803.0,534.0,Low Stock
20465,Novel Plus 215,Books,Fiction,Nova,3524.0,2351.0,Low Stock
20466,Velvet Pro 216,Beauty,Makeup,PrimeLine,851.0,557.0,In Stock
20467,Kitchen Pro 217,Home & Kitchen,Cookware,HomeEase,1759.0,1436.0,In Stock
20468,Neo Pro 218,Electronics,Mobile,HomeEase,1245.0,691.0,In Stock
20469,Strength Pro 219,Sports,Fitness,Apex,1931.0,1606.0,Low Stock
20470,Essential Pro 220,Fashion,Accessories,Nova,904.0,594.0,In Stock
20471,Stack Prime 221,Home & Kitchen,Storage,StyleHub,2655.0,1751.0,In Stock
20472,Elegant Prime 222,Fashion,Dresses,StyleHub,3281.0,2519.0,In Stock
20473,Casual Prime 223,Fashion,Dresses,HomeEase,2551.0,1700.0,In Stock
20474,Calm Prime 224,Sports,Yoga,HomeEase,1484.0,1091.0,In Stock
20475,Repair Prime 225,Beauty,Haircare,HomeEase,1009.0,828.0,In Stock
20476,Ride Classic 226,Sports,Cycling,PrimeLine,8386.0,6741.0,In Stock
20477,Hydra Classic 227,Beauty,Skincare,HomeEase,703.0,495.0,In Stock
20478,Exam Classic 228,Books,Academic,UrbanCart,2375.0,1817.0,In Stock
20479,Track Classic 229,Electronics,Smartwatch,Nova,1663.0,1110.0,Low Stock
20480,Essential Classic 230,Fashion,Accessories,UrbanCart,1286.0,1007.0,In Stock
20481,Trail Advance 231,Sports,Outdoor,UrbanCart,1511.0,908.0,In Stock
20482,Max Advance 232,Electronics,Mobile,UrbanCart,961.0,542.0,In Stock
20483,Casual Advance 233,Fashion,Dresses,PrimeLine,1768.0,1259.0,In Stock
20484,Classic Advance 234,Fashion,Shirts,Apex,1646.0,1012.0,In Stock
20485,Flow Advance 235,Sports,Yoga,PrimeLine,7635.0,5868.0,Out of Stock
20486,Study Elite 236,Books,Academic,PrimeLine,2687.0,1560.0,In Stock
20487,Pulse Elite 237,Electronics,Smartwatch,Apex,1873.0,1035.0,In Stock
20488,Classic Elite 238,Home & Kitchen,Furniture,PrimeLine,1947.0,1466.0,Low Stock
20489,Strength Elite 239,Sports,Fitness,HomeEase,4428.0,3101.0,Low Stock
20490,Smart Elite 240,Home & Kitchen,Storage,PrimeLine,713.0,596.0,In Stock
20491,Runner Select 241,Fashion,Shoes,Nova,1189.0,742.0,In Stock
20492,Ideas Select 242,Books,Non-Fiction,HomeEase,388.0,228.0,In Stock
20493,Chronicles Select 243,Books,Fiction,TechPro,1926.0,1073.0,In Stock
20494,Knowledge Select 244,Books,Non-Fiction,PrimeLine,2325.0,1589.0,In Stock
20495,Note Select 245,Electronics,Tablet,Nova,701.0,407.0,In Stock
20496,Tab Smart 246,Electronics,Tablet,Nova,3404.0,2664.0,In Stock
20497,Modern Smart 247,Home & Kitchen,Furniture,Nova,839.0,480.0,In Stock
20498,Active Smart 248,Sports,Fitness,FitMax,1072.0,886.0,In Stock
20499,Granite Smart 249,Home & Kitchen,Cookware,UrbanCart,1448.0,1031.0,In Stock
20500,Comfort Smart 250,Fashion,Shirts,PrimeLine,3775.0,2865.0,In Stock
20501,Power Max 001,Sports,Fitness,HomeEase,767.0,452.0,Low Stock
20502,Elegant Max 002,Fashion,Dresses,HomeEase,1619.0,934.0,In Stock
20503,Exam Max 003,Books,Academic,Nova,2216.0,1454.0,In Stock
20504,Grace Max 004,Fashion,Dresses,StyleHub,1938.0,1368.0,In Stock
20505,Classic Max 005,Fashion,Shoes,UrbanCart,1985.0,1434.0,In Stock
20506,Little Ultra 006,Books,Children,FitMax,2197.0,1426.0,In Stock
20507,Hydra Ultra 007,Beauty,Skincare,FitMax,934.0,590.0,In Stock
20508,Classic Ultra 008,Home & Kitchen,Furniture,TechPro,4012.0,3388.0,In Stock
20509,Bloom Ultra 009,Beauty,Fragrance,Apex,1246.0,787.0,In Stock
20510,Velocity Ultra 010,Sports,Cycling,TechPro,1143.0,676.0,In Stock
20511,Study Lite 011,Books,Academic,Apex,3216.0,2116.0,Low Stock
20512,Pulse Lite 012,Electronics,Smartwatch,FitMax,889.0,570.0,Out of Stock
20513,Fit Lite 013,Electronics,Smartwatch,FitMax,1649.0,1116.0,In Stock
20514,Bloom Lite 014,Beauty,Fragrance,FitMax,837.0,617.0,In Stock
20515,Ranger Lite 015,Sports,Outdoor,FitMax,6888.0,5035.0,Low Stock
20516,Glow Premium 016,Beauty,Skincare,Apex,6007.0,4562.0,In Stock
20517,Casual Premium 017,Fashion,Shirts,Nova,1247.0,744.0,In Stock
20518,Summit Premium 018,Sports,Outdoor,HomeEase,1878.0,1059.0,Low Stock
20519,Radiance Premium 019,Beauty,Skincare,TechPro,1344.0,1058.0,In Stock
20520,Guide Premium 020,Books,Academic,FitMax,1068.0,657.0,In Stock
20521,Oxford Everyday 021,Fashion,Shirts,HomeEase,1448.0,934.0,In Stock
20522,PowerPlay Everyday 022,Sports,Cricket,FitMax,1305.0,896.0,In Stock
20523,Fit Everyday 023,Electronics,Smartwatch,UrbanCart,498.0,381.0,In Stock
20524,Strength Everyday 024,Sports,Fitness,Nova,1589.0,952.0,In Stock
20525,Ranger Everyday 025,Sports,Outdoor,Nova,1303.0,1069.0,In Stock
20526,Smart Series 026,Home & Kitchen,Appliances,PrimeLine,1641.0,1061.0,In Stock
20527,Max Series 027,Electronics,Mobile,Nova,1274.0,1076.0,Low Stock
20528,Exam Series 028,Books,Academic,TechPro,1060.0,674.0,In Stock
20529,Track Series 029,Electronics,Smartwatch,PrimeLine,2365.0,1816.0,In Stock
20530,Classic Series 030,Fashion,Shoes,UrbanCart,1894.0,1256.0,In Stock
20531,One Essential 031,Electronics,Mobile,TechPro,3319.0,2658.0,In Stock
20532,Regular Essential 032,Fashion,Jeans,HomeEase,1847.0,1272.0,In Stock
20533,Road Essential 033,Sports,Cycling,Nova,1178.0,956.0,In Stock
20534,Shine Essential 034,Beauty,Haircare,PrimeLine,2000.0,1552.0,In Stock
20535,Living Essential 035,Home & Kitchen,Decor,StyleHub,370.0,269.0,In Stock
20536,Urban Plus 036,Fashion,Accessories,UrbanCart,5257.0,3286.0,In Stock
20537,Pro Plus 037,Electronics,Laptop,FitMax,1601.0,1005.0,In Stock
20538,Matte Plus 038,Beauty,Makeup,UrbanCart,5541.0,4696.0,In Stock
20539,Prime Plus 039,Electronics,Mobile,UrbanCart,761.0,630.0,In Stock
20540,Classic Plus 040,Fashion,Jeans,FitMax,648.0,383.0,Low Stock
20541,Tab Pro 041,Electronics,Tablet,UrbanCart,1699.0,1038.0,In Stock
20542,Table Pro 042,Home & Kitchen,Decor,FitMax,1695.0,987.0,In Stock
20543,Neo Pro 043,Electronics,Mobile,HomeEase,1669.0,1019.0,In Stock
20544,Scholar Pro 044,Books,Academic,FitMax,1511.0,963.0,In Stock
20545,Train Pro 045,Sports,Fitness,FitMax,890.0,713.0,In Stock
20546,Insights Prime 046,Books,Non-Fiction,StyleHub,510.0,295.0,In Stock
20547,Sprint Prime 047,Sports,Cycling,TechPro,1610.0,1312.0,In Stock
20548,Casual Prime 048,Fashion,Dresses,StyleHub,582.0,490.0,Out of Stock
20549,Urban Prime 049,Home & Kitchen,Furniture,Nova,547.0,347.0,Low Stock
20550,Happy Prime 050,Books,Children,PrimeLine,1046.0,718.0,In Stock
20551,Little Classic 051,Books,Children,PrimeLine,1772.0,1256.0,In Stock
20552,Casual Classic 052,Fashion,Shirts,Nova,4876.0,2983.0,In Stock
20553,Steel Classic 053,Home & Kitchen,Cookware,FitMax,2531.0,1948.0,In Stock
20554,Grace Classic 054,Fashion,Dresses,FitMax,3400.0,2462.0,In Stock
20555,Essential Classic 055,Fashion,Accessories,HomeEase,2049.0,1196.0,In Stock
20556,Mystery Advance 056,Books,Fiction,HomeEase,1700.0,1392.0,
20557,Sound Advance 057,Electronics,Headphones,TechPro,6828.0,4374.0,In Stock
20558,Essence Advance 058,Beauty,Fragrance,PrimeLine,567.0,338.0,In Stock
20559,Cycle Advance 059,Sports,Cycling,HomeEase,1024.0,865.0,In Stock
20560,Flow Advance 060,Sports,Yoga,StyleHub,1077.0,626.0,Out of Stock
20561,Wall Elite 061,Home & Kitchen,Decor,UrbanCart,2394.0,1360.0,In Stock
20562,Classic Elite 062,Fashion,Accessories,UrbanCart,709.0,440.0,In Stock
20563,Style Elite 063,Fashion,Accessories,Nova,2200.0,1421.0,In Stock
20564,Grace Elite 064,Fashion,Dresses,StyleHub,1952.0,1328.0,In Stock
20565,Note Elite 065,Electronics,Tablet,TechPro,2273.0,1717.0,In Stock
20566,One Select 066,Electronics,Mobile,TechPro,2246.0,1482.0,In Stock
20567,Max Select 067,Electronics,Mobile,UrbanCart,3641.0,2614.0,In Stock
20568,Exam Select 068,Books,Academic,Nova,1297.0,716.0,In Stock
20569,Grace Select 069,Fashion,Dresses,FitMax,1891.0,1258.0,In Stock
20570,Living Select 070,Home & Kitchen,Decor,FitMax,830.0,692.0,In Stock
20571,Zen Smart 071,Sports,Yoga,UrbanCart,715.0,559.0,In Stock
20572,Walk Smart 072,Fashion,Shoes,FitMax,4218.0,3257.0,In Stock
20573,Style Smart 073,Fashion,Accessories,TechPro,790.0,507.0,Low Stock
20574,Prime Smart 074,Electronics,Mobile,HomeEase,2032.0,1415.0,In Stock
20575,Comfort Smart 075,Fashion,Shirts,Apex,1892.0,1520.0,Low Stock
20576,Velvet Max 076,Beauty,Makeup,TechPro,2875.0,2340.0,In Stock
20577,Mist Max 077,Beauty,Fragrance,Apex,456.0,348.0,In Stock
20578,Straight Max 078,Fashion,Jeans,Apex,2391.0,1643.0,In Stock
20579,Radiance Max 079,Beauty,Skincare,UrbanCart,1290.0,738.0,In Stock
20580,Train Max 080,Sports,Fitness,Apex,907.0,531.0,In Stock
20581,Little Ultra 081,Books,Children,StyleHub,1138.0,626.0,In Stock
20582,Smooth Ultra 082,Beauty,Haircare,Nova,2628.0,1729.0,In Stock
20583,Organize Ultra 083,Home & Kitchen,Storage,StyleHub,2154.0,1200.0,In Stock
20584,Note Ultra 084,Electronics,Laptop,Apex,1233.0,839.0,Low Stock
20585,Work Ultra 085,Electronics,Laptop,FitMax,639.0,466.0,In Stock
20586,Active Lite 086,Electronics,Smartwatch,UrbanCart,669.0,488.0,In Stock
20587,Glow Lite 087,Beauty,Makeup,StyleHub,2185.0,1566.0,In Stock
20588,Kitchen Lite 088,Home & Kitchen,Appliances,TechPro,584.0,361.0,Low Stock
20589,Power Lite 089,Home & Kitchen,Appliances,PrimeLine,1240.0,875.0,Out of Stock
20590,Match Lite 090,Sports,Cricket,Apex,7652.0,6458.0,In Stock
20591,Smart Premium 091,Home & Kitchen,Appliances,PrimeLine,1806.0,1234.0,In Stock
20592,Sprint Premium 092,Sports,Cycling,TechPro,2170.0,1763.0,In Stock
20593,Fit Premium 093,Electronics,Smartwatch,StyleHub,672.0,446.0,In Stock
20594,Sport Premium 094,Fashion,Shoes,UrbanCart,603.0,444.0,Low Stock
20595,Work Premium 095,Electronics,Laptop,Nova,2247.0,1561.0,In Stock
20596,Velvet Everyday 096,Beauty,Makeup,UrbanCart,1115.0,844.0,In Stock
20597,Pulse Everyday 097,Electronics,Smartwatch,Apex,2872.0,2353.0,In Stock
20598,Classic Everyday 098,Home & Kitchen,Furniture,StyleHub,1470.0,1003.0,low stock
20599,Cycle Everyday 099,Sports,Cycling,Apex,13516.0,10505.0,In stock
20600,World Everyday 100,Books,Non-Fiction,StyleHub,985.0,803.0,In Stock
20601,Silk Series 101,Beauty,Haircare,Nova,1725.0,1357.0,In Stock
20602,Learn Series 102,Books,Academic,FitMax,799.0,445.0,In Stock
20603,Active Series 103,Sports,Fitness,PrimeLine,2796.0,1538.0,Low Stock
20604,Calm Series 104,Sports,Yoga,Nova,1903.0,1551.0,In Stock
20605,Happy Series 105,Books,Children,TechPro,765.0,588.0,Low Stock
20606,Tab Essential 106,Electronics,Tablet,HomeEase,1163.0,974.0,In Stock
20607,Home Essential 107,Home & Kitchen,Appliances,FitMax,3487.0,2224.0,In Stock
20608,Street Essential 108,Fashion,Shoes,Apex,3225.0,2536.0,In Stock
20609,Shine Essential 109,Beauty,Haircare,TechPro,570.0,451.0,In Stock
20610,Novel Essential 110,Books,Fiction,TechPro,1056.0,852.0,Low Stock
20611,Active Plus 111,Electronics,Smartwatch,PrimeLine,4670.0,3538.0,In Stock
20612,Home Plus 112,Home & Kitchen,Appliances,StyleHub,1282.0,758.0,In Stock
20613,Steel Plus 113,Home & Kitchen,Cookware,PrimeLine,1610.0,1214.0,In Stock
20614,Boundary Plus 114,Sports,Cricket,PrimeLine,2786.0,2038.0,In Stock
20615,Guide Plus 115,Books,Academic,TechPro,601.0,391.0,Low Stock
20616,Mystery Pro 116,Books,Fiction,StyleHub,776.0,475.0,Low Stock
20617,PowerPlay Pro 117,Sports,Cricket,FitMax,1158.0,944.0,In Stock
20618,Road Pro 118,Sports,Cycling,HomeEase,3128.0,1854.0,In Stock
20619,Grace Pro 119,Fashion,Dresses,Nova,2773.0,1876.0,In Stock
20620,Scent Pro 120,Beauty,Fragrance,UrbanCart,2282.0,1681.0,Low Stock
20621,Smart Prime 121,Home & Kitchen,Appliances,Nova,1306.0,1099.0,In Stock
20622,Smooth Prime 122,Beauty,Haircare,Nova,2979.0,2238.0,Out of Stock
20623,Kitchen Prime 123,Home & Kitchen,Appliances,FitMax,1294.0,830.0,Low Stock
20624,Knowledge Prime 124,Books,Non-Fiction,FitMax,2081.0,1182.0,In Stock
20625,Comfort Prime 125,Fashion,Shirts,Nova,2586.0,1669.0,In Stock
20626,Oxford Classic 126,Fashion,Shirts,PrimeLine,4307.0,2747.0,In Stock
20627,Classic Classic 127,Fashion,Accessories,UrbanCart,1378.0,1097.0,In Stock
20628,Exam Classic 128,Books,Academic,Nova,1129.0,748.0,In Stock
20629,Scholar Classic 129,Books,Academic,PrimeLine,3317.0,1922.0,In Stock
20630,Classic Classic 130,Fashion,Jeans,Nova,3487.0,2828.0,In Stock
20631,Insights Advance 131,Books,Non-Fiction,HomeEase,1004.0,558.0,In Stock
20632,Sprint Advance 132,Sports,Cycling,StyleHub,697.0,384.0,Low Stock
20633,Journey Advance 133,Books,Non-Fiction,PrimeLine,3157.0,2186.0,Low Stock
20634,Scholar Advance 134,Books,Academic,Apex,492.0,281.0,In Stock
20635,Easy Advance 135,Home & Kitchen,Appliances,PrimeLine,476.0,287.0,In Stock
20636,Glow Elite 136,Beauty,Skincare,StyleHub,1201.0,1016.0,In Stock
20637,Kitchen Elite 137,Home & Kitchen,Cookware,Apex,1432.0,1150.0,In Stock
20638,Steel Elite 138,Home & Kitchen,Cookware,HomeEase,673.0,524.0,In Stock
20639,Sport Elite 139,Fashion,Shoes,Nova,1547.0,1162.0,In Stock
20640,Edge Elite 140,Electronics,Mobile,UrbanCart,1593.0,899.0,In Stock
20641,Comfort Select 141,Home & Kitchen,Furniture,PrimeLine,980.0,785.0,In Stock
20642,Sprint Select 142,Sports,Cycling,PrimeLine,5023.0,3473.0,Low Stock
20643,Air Select 143,Electronics,Laptop,Apex,1771.0,1026.0,In Stock
20644,Bloom Select 144,Beauty,Fragrance,FitMax,2789.0,1786.0,Out of Stock
20645,Ranger Select 145,Sports,Outdoor,HomeEase,520.0,364.0,Low Stock
20646,Wall Smart 146,Home & Kitchen,Decor,PrimeLine,517.0,286.0,In Stock
20647,Elegant Smart 147,Fashion,Dresses,PrimeLine,1806.0,1130.0,In Stock
20648,Fun Smart 148,Books,Children,Nova,4472.0,2910.0,Low Stock
20649,Knowledge Smart 149,Books,Non-Fiction,HomeEase,695.0,479.0,In Stock
20650,Novel Smart 150,Books,Fiction,Apex,1470.0,809.0,In Stock
20651,Silk Max 151,Beauty,Haircare,UrbanCart,600.0,432.0,In Stock
20652,Learn Max 152,Books,Academic,FitMax,840.0,512.0,In Stock
20653,Casual Max 153,Fashion,Dresses,HomeEase,1519.0,1108.0,In Stock
20654,Luxe Max 154,Beauty,Makeup,HomeEase,972.0,604.0,In Stock
20655,Velocity Max 155,Sports,Cycling,UrbanCart,573.0,384.0,Low Stock
20656,Mystery Ultra 156,Books,Fiction,TechPro,565.0,416.0,In Stock
20657,Regular Ultra 157,Fashion,Jeans,Nova,393.0,294.0,Low Stock
20658,Journey Ultra 158,Books,Non-Fiction,Apex,1826.0,1021.0,Low Stock
20659,Radiance Ultra 159,Beauty,Skincare,FitMax,1975.0,1403.0,In Stock
20660,Time Ultra 160,Electronics,Smartwatch,PrimeLine,1969.0,1565.0,Low Stock
20661,Glow Lite 161,Beauty,Skincare,HomeEase,742.0,454.0,In Stock
